male,race_ethnicity,frpl,iep,ell,ever_alternative,ap_ever_take_class,math_ss,read_ss,pct_days_absent,gpa,scale_score_11_eng,scale_score_11_math,scale_score_11_read,scale_score_11_comp,hs_diploma
no,African-American,yes,no,yes,no,no,26.0,47.0,4.3437057,2.4972501,9.0,17.0,10.0,11.0,1
yes,White,yes,no,no,no,no,71.0,69.0,5.825963,2.6612,33.0,27.0,32.0,31.0,1
no,White,no,no,no,no,yes,43.0,41.0,2.5238094,3.0395,22.0,16.0,22.0,21.0,1
no,White,yes,no,no,yes,yes,5.0,26.0,1.5282485,3.1099999,21.0,19.0,20.0,20.0,1
yes,African-American,yes,no,no,yes,no,30.0,58.0,7.224956,2.4325001,16.0,16.0,16.0,16.0,1
yes,White,yes,no,no,no,no,,,9.7283459,2.395,14.0,16.0,14.0,15.0,1
no,White,yes,no,no,no,yes,73.0,53.0,3.7849927,3.7985001,25.0,18.0,20.0,22.0,1
yes,White,yes,no,no,no,no,54.0,42.0,5.5748143,2.8485,16.0,21.0,20.0,18.0,1
no,White,yes,no,no,no,no,80.0,72.0,6.6604047,2.175,20.0,24.0,24.0,22.0,1
yes,White,no,no,no,no,yes,44.0,48.0,4.1885715,3.56775,27.0,30.0,27.0,27.0,1
yes,White,yes,no,no,no,no,18.0,21.0,11.692307,2.5830002,,,,,0
yes,White,no,no,no,no,no,78.0,55.0,5.3881674,2.8285,21.0,23.0,27.0,23.0,1
no,White,yes,no,no,no,no,52.0,36.0,4.8401899,2.7880001,10.0,16.0,24.0,17.0,1
no,White,yes,no,no,yes,no,25.0,33.0,9.1904097,1.6819999,,,,,0
yes,White,no,no,no,no,no,59.0,48.0,6.2925076,3.0834999,19.0,18.0,18.0,17.0,1
no,White,no,no,no,no,yes,35.0,44.0,7.8373985,3.6427999,14.0,16.0,15.0,14.0,1
yes,White,no,no,no,no,no,52.0,43.0,5.7528572,3.7369001,24.0,26.0,26.0,25.0,1
no,White,yes,no,no,no,no,55.0,49.0,2.426934,3.5295,20.0,21.0,19.0,21.0,1
yes,African-American,no,no,no,yes,no,,,0.0,2.8668499,,,,,1
no,African-American,yes,no,no,no,no,45.0,50.0,2.3882523,3.0023334,24.0,21.0,26.0,21.0,1
no,White,yes,no,no,no,no,68.0,59.0,3.6632199,3.5149999,27.0,20.0,21.0,22.0,1
yes,White,yes,no,no,no,no,,9.0,9.2521734,0.60000002,,,,,0
yes,White,no,no,no,no,yes,12.0,24.0,10.609756,3.6668351,18.0,16.0,17.0,17.0,1
no,White,yes,no,no,yes,no,31.0,49.0,1.0958512,3.2107501,15.0,16.0,21.0,17.0,1
no,White,no,no,no,no,yes,31.0,44.0,3.3281469,3.3965001,22.0,19.0,27.0,23.0,1
yes,White,yes,no,no,no,yes,62.0,64.0,7.9516616,3.8130002,33.0,18.0,20.0,23.0,1
no,White,yes,no,no,no,no,,,4.3572454,2.7290001,26.0,17.0,23.0,21.0,1
no,White,no,no,no,no,yes,80.0,67.0,3.8347456,3.726675,30.0,28.0,29.0,27.0,1
no,Hispanic,yes,no,no,no,no,61.0,66.0,2.7991393,3.8600001,22.0,21.0,19.0,20.0,1
no,African-American,yes,yes,no,yes,no,,,6.6141477,3.8839998,,,,,0
yes,White,no,no,no,yes,yes,30.0,33.0,3.2200282,2.885,15.0,18.0,19.0,17.0,1
yes,White,no,no,no,no,no,25.0,31.0,19.276316,2.3299999,8.0,16.0,14.0,13.0,1
no,White,yes,no,no,no,no,38.0,39.0,11.883117,2.125,12.0,18.0,20.0,20.0,1
yes,White,no,no,no,no,no,,,0.0,3.6524649,25.0,28.0,24.0,23.0,1
no,African-American,no,no,no,no,no,55.0,54.0,1.8657142,3.5994501,27.0,25.0,34.0,28.0,1
yes,White,no,no,no,no,yes,,,0.0,4.0,36.0,32.0,35.0,32.0,1
yes,White,no,no,no,no,no,29.0,53.0,4.2614942,2.5374951,11.0,15.0,19.0,16.0,1
yes,White,no,no,no,no,no,57.0,55.0,1.398293,3.91225,33.0,29.0,32.0,30.0,1
yes,White,no,no,no,no,yes,,,4.5920677,3.3499999,27.0,16.0,31.0,25.0,1
yes,African-American,yes,no,no,no,no,7.0,18.0,2.3474576,2.2032499,10.0,18.0,12.0,13.0,1
yes,White,yes,no,no,yes,no,56.0,62.0,4.0948148,3.6450748,21.0,21.0,27.0,21.0,1
no,White,yes,yes,no,yes,no,,23.0,39.380951,0.46667001,,,,,0
yes,White,yes,no,no,no,no,68.0,66.0,3.9183381,3.9635,29.0,25.0,22.0,25.0,1
yes,White,yes,no,no,no,no,74.0,56.0,1.0311111,3.1735001,23.0,26.0,19.0,21.0,1
yes,White,no,no,no,no,no,80.0,45.0,8.5262394,3.5309999,21.0,26.0,20.0,21.0,1
no,African-American,yes,no,no,yes,no,,,9.4222221,0.625,,,,,0
no,Asian/Pacific Islander,no,no,no,no,no,26.0,32.0,3.7171428,2.5983,13.0,17.0,11.0,15.0,1
no,White,yes,no,no,no,yes,,,4.8405404,3.0855,11.0,21.0,15.0,17.0,1
yes,White,no,no,no,no,yes,73.0,66.0,3.2550142,3.8954999,21.0,27.0,24.0,26.0,1
no,White,yes,no,no,yes,yes,80.0,80.0,4.8166914,2.9825001,24.0,24.0,14.0,22.0,1
no,White,yes,no,no,no,no,,,3.8305087,3.6115999,22.0,20.0,23.0,23.0,1
yes,White,yes,no,no,no,no,16.0,70.0,19.786325,3.0192299,12.0,14.0,17.0,14.0,1
no,White,yes,no,no,no,no,21.0,42.0,21.072546,1.06555,8.0,12.0,13.0,11.0,1
no,White,yes,no,no,no,no,53.0,51.0,11.087849,2.3889999,,,,,0
no,White,yes,no,no,no,no,,,5.3403044,2.625,,,,,0
yes,White,yes,no,no,no,no,42.0,37.0,10.576208,1.8333333,17.0,17.0,18.0,18.0,1
yes,Hispanic,yes,no,no,yes,no,,30.0,20.786291,,,,,,0
yes,White,no,yes,no,no,no,,15.0,24.711864,2.3483334,8.0,14.0,15.0,13.0,1
no,White,no,no,no,no,no,,,5.3200002,3.30635,31.0,25.0,33.0,29.0,1
yes,White,yes,no,no,no,no,19.0,42.0,17.671474,1.79,19.0,16.0,20.0,17.0,1
no,White,no,no,no,no,no,48.0,46.0,4.2745667,3.5,18.0,22.0,18.0,20.0,1
no,African-American,no,no,no,no,no,44.0,72.0,0.80029368,3.2772751,25.0,21.0,22.0,23.0,1
yes,African-American,,no,no,yes,no,,,0.0,,,,,,1
yes,White,yes,no,no,no,yes,80.0,80.0,2.3059163,3.8824999,32.0,34.0,29.0,29.0,1
yes,White,yes,yes,no,no,no,40.0,41.0,15.563078,1.60535,8.0,14.0,14.0,12.0,1
yes,White,no,no,no,yes,no,46.0,51.0,1.4906367,0.875,,,,,0
yes,White,yes,no,no,yes,no,51.0,54.0,8.4703388,2.5050001,16.0,15.0,18.0,17.0,1
no,African-American,,no,no,yes,no,,,0.0,2.0999999,,,,,0
yes,White,yes,yes,no,no,no,16.0,30.0,4.0285711,2.245085,14.0,16.0,18.0,16.0,1
yes,White,yes,no,no,yes,no,52.0,48.0,4.9634504,3.5243049,24.0,24.0,29.0,27.0,1
no,White,no,no,no,no,yes,80.0,80.0,1.4751774,3.9685001,35.0,35.0,34.0,32.0,1
yes,Asian/Pacific Islander,no,no,no,no,no,26.0,35.0,3.1831188,2.8445001,14.0,16.0,16.0,16.0,1
no,White,no,no,no,no,yes,58.0,73.0,2.8532374,3.818795,31.0,24.0,23.0,26.0,1
no,White,yes,no,no,no,yes,49.0,70.0,4.3982301,3.339,32.0,28.0,28.0,29.0,1
no,White,yes,no,no,no,no,72.0,80.0,4.6752505,3.8035002,26.0,24.0,26.0,24.0,1
yes,Asian/Pacific Islander,no,no,no,yes,no,31.0,28.0,9.4514284,1.6423,10.0,16.0,11.0,13.0,1
yes,White,yes,yes,no,yes,no,18.0,49.0,11.449646,1.6997499,18.0,16.0,17.0,19.0,1
no,White,yes,yes,no,yes,no,42.0,50.0,9.055644,2.9289999,23.0,19.0,22.0,21.0,1
yes,White,no,no,no,no,no,46.0,42.0,5.9075146,2.6758475,15.0,18.0,14.0,16.0,1
no,,yes,no,no,no,no,19.0,41.0,2.5511363,3.1277001,18.0,17.0,15.0,17.0,1
yes,White,no,no,no,no,no,30.0,39.0,3.2847459,1.9425501,12.0,15.0,12.0,15.0,1
yes,White,yes,no,no,yes,no,77.0,53.0,3.2939436,2.375,26.0,28.0,30.0,26.0,1
no,White,yes,no,no,no,no,41.0,54.0,7.5202312,2.33307,21.0,17.0,23.0,21.0,1
yes,White,yes,yes,no,no,no,7.0,45.0,1.9899857,2.8930001,20.0,15.0,21.0,19.0,1
yes,White,yes,no,no,no,no,41.0,42.0,9.7285709,3.1817,15.0,18.0,13.0,17.0,1
no,White,no,no,no,no,no,55.0,37.0,1.7042856,1.1429,12.0,18.0,14.0,14.0,1
yes,African-American,yes,no,no,yes,yes,22.0,14.0,4.5983195,2.9695001,18.0,20.0,19.0,20.0,1
yes,White,yes,yes,no,yes,no,47.0,45.0,14.255443,1.4349999,10.0,17.0,22.0,19.0,1
no,White,yes,no,no,no,no,34.0,47.0,11.129261,3.1164999,14.0,17.0,8.0,15.0,1
yes,White,no,no,no,no,yes,31.0,27.0,4.8888888,2.4815001,21.0,18.0,18.0,18.0,1
yes,White,no,no,no,no,no,36.0,38.0,5.8629942,2.6040001,14.0,16.0,18.0,16.0,1
no,White,no,no,no,no,no,28.0,45.0,2.7422097,2.4439301,18.0,15.0,18.0,18.0,1
no,Multiple/Native American,yes,no,no,no,no,,,2.2785714,1.68443,11.0,12.0,12.0,11.0,1
yes,White,no,no,no,no,no,,15.0,22.313978,1.8735,8.0,14.0,11.0,11.0,1
yes,White,yes,no,no,no,yes,49.0,56.0,1.90118,3.77652,25.0,29.0,31.0,28.0,1
no,African-American,,no,no,yes,no,,,0.0,,,,,,1
no,White,no,no,no,no,no,,,47.126438,3.0211401,17.0,19.0,19.0,18.0,0
no,White,no,no,no,yes,no,70.0,66.0,4.7695589,3.0545001,16.0,16.0,19.0,18.0,1
no,White,no,no,no,no,no,34.0,39.0,18.728491,2.9349999,15.0,16.0,15.0,15.0,1
no,White,no,no,no,no,yes,75.0,51.0,1.5842857,2.8168502,24.0,16.0,18.0,18.0,1
no,African-American,yes,no,no,no,no,41.0,60.0,3.8607955,3.3471501,24.0,23.0,22.0,24.0,1
no,White,yes,no,no,no,no,50.0,65.0,8.452035,3.5825,22.0,22.0,22.0,21.0,1
no,White,no,no,no,no,yes,80.0,80.0,1.6045197,3.8285,26.0,28.0,26.0,26.0,1
yes,Asian/Pacific Islander,no,no,no,no,yes,80.0,50.0,5.1774893,3.8235574,29.0,29.0,27.0,28.0,1
no,White,no,no,no,no,no,35.0,49.0,1.2611833,2.6312499,15.0,14.0,13.0,14.0,1
no,White,no,no,no,no,yes,56.0,50.0,3.1180654,3.4514999,19.0,21.0,21.0,21.0,1
no,White,yes,no,no,no,no,33.0,39.0,14.8207,2.0,13.0,16.0,14.0,15.0,1
no,White,no,no,no,no,no,,,17.565218,1.3443333,15.0,15.0,15.0,13.0,1
yes,African-American,yes,no,no,no,no,16.0,43.0,11.263988,2.0205002,20.0,17.0,25.0,20.0,1
yes,White,no,no,no,no,yes,48.0,43.0,1.707317,3.806,31.0,29.0,29.0,26.0,1
no,White,yes,no,no,no,no,43.0,35.0,3.7521615,1.4247501,12.0,16.0,16.0,14.0,1
yes,White,no,no,no,no,no,42.0,54.0,17.180996,2.58145,18.0,16.0,18.0,18.0,1
no,White,yes,no,no,no,no,41.0,59.0,3.3991416,2.487,28.0,13.0,22.0,22.0,1
yes,White,yes,yes,no,no,no,,27.0,22.906431,2.8210001,13.0,14.0,12.0,12.0,1
yes,African-American,no,no,no,yes,no,,,7.7945404,1.61645,,,,,1
yes,,yes,no,no,yes,no,16.0,35.0,20.354506,1.523,7.0,15.0,34.0,20.0,1
yes,White,yes,no,no,no,yes,68.0,59.0,7.220089,3.6554999,23.0,22.0,27.0,23.0,1
no,White,no,no,no,no,yes,63.0,58.0,1.1948791,3.819,32.0,25.0,27.0,27.0,1
yes,White,yes,no,no,yes,no,42.0,56.0,10.298246,2.5044999,16.0,17.0,19.0,19.0,1
yes,White,yes,no,no,no,yes,50.0,52.0,17.91235,2.96755,28.0,25.0,25.0,26.0,1
no,White,no,no,no,yes,yes,49.0,55.0,2.2423801,3.6382,20.0,24.0,28.0,23.0,1
no,White,yes,yes,no,no,no,,,3.7928994,4.0,,,,,1
yes,White,no,no,no,no,yes,33.0,32.0,8.5947714,3.19765,22.0,24.0,15.0,21.0,0
yes,White,no,no,no,no,no,30.0,41.0,3.4364164,2.8129849,23.0,18.0,20.0,21.0,1
yes,White,no,no,no,no,no,60.0,39.0,2.5211866,2.868,20.0,17.0,13.0,18.0,1
no,White,yes,no,no,no,no,37.0,39.0,2.4588747,2.1630001,17.0,16.0,17.0,17.0,0
no,White,no,no,no,yes,no,,,7.9747472,,,,,,0
no,White,yes,no,no,no,no,59.0,71.0,13.30442,3.2390666,23.0,18.0,21.0,22.0,1
no,White,yes,no,no,no,no,8.0,41.0,4.0786839,2.122,14.0,16.0,16.0,15.0,1
no,African-American,yes,no,no,no,no,21.0,35.0,2.0314286,2.7374001,20.0,21.0,19.0,20.0,1
no,White,no,no,no,no,no,27.0,38.0,0.96433669,2.6407499,11.0,16.0,15.0,15.0,1
yes,White,no,yes,no,no,no,,,13.790178,2.09705,,,,,0
yes,White,yes,no,no,yes,no,,,10.849316,1.3889,10.0,16.0,13.0,12.0,1
yes,White,no,no,no,no,no,80.0,46.0,6.2068477,3.2009001,27.0,27.0,20.0,25.0,1
no,White,no,no,no,no,yes,70.0,80.0,5.5057635,3.2677002,21.0,21.0,22.0,21.0,1
yes,White,yes,yes,no,no,no,8.0,27.0,7.2254333,1.575,11.0,16.0,16.0,15.0,1
no,White,yes,no,no,no,no,41.0,36.0,13.771482,3.1075001,18.0,17.0,25.0,18.0,1
yes,White,yes,no,no,no,no,46.0,50.0,8.825963,3.4270501,15.0,20.0,23.0,19.0,1
yes,White,no,no,no,no,no,59.0,52.0,4.0610795,3.02,14.0,17.0,18.0,17.0,1
yes,White,yes,no,no,no,yes,46.0,45.0,0.95163584,3.6254048,16.0,23.0,19.0,18.0,1
yes,White,yes,no,no,yes,no,45.0,50.0,1.8522896,3.109,19.0,16.0,17.0,17.0,1
yes,White,no,no,no,no,yes,50.0,57.0,5.2736249,3.1525002,22.0,17.0,17.0,19.0,1
yes,African-American,no,no,no,no,yes,,,18.117319,2.723,21.0,18.0,21.0,20.0,1
no,White,yes,no,no,no,no,42.0,63.0,10.389052,2.3284998,,,,,0
no,White,yes,no,no,yes,no,,,3.4616475,,,,,,0
yes,White,no,no,no,no,yes,61.0,56.0,1.2279942,3.0571499,24.0,32.0,30.0,26.0,1
no,Hispanic,yes,no,no,yes,no,14.0,41.0,6.5595665,3.4200001,21.0,20.0,23.0,23.0,1
yes,White,no,no,no,no,no,39.0,62.0,0.44412607,0.40000001,,,,,0
no,African-American,yes,no,no,yes,yes,12.0,28.0,23.505444,2.9545,21.0,17.0,19.0,18.0,1
no,White,yes,no,no,no,no,14.0,19.0,1.9134752,2.5027499,,,,,0
yes,White,no,no,no,no,no,21.0,39.0,5.4621849,1.7900001,15.0,15.0,16.0,16.0,1
no,African-American,yes,no,no,no,yes,28.0,26.0,7.7507334,3.2649999,16.0,18.0,16.0,16.0,1
yes,White,yes,no,no,yes,yes,80.0,61.0,5.4537697,3.6732502,21.0,25.0,25.0,22.0,1
no,Hispanic,no,no,no,no,no,27.0,35.0,3.0390174,3.5549998,20.0,17.0,15.0,18.0,1
no,White,yes,no,no,no,no,24.0,23.0,24.419104,2.0895,10.0,15.0,12.0,13.0,1
no,White,yes,no,no,no,no,40.0,68.0,0.31851852,2.7225001,23.0,22.0,27.0,24.0,1
yes,White,yes,no,no,yes,no,70.0,41.0,0.92537308,2.7952499,12.0,15.0,16.0,15.0,1
yes,Multiple/Native American,yes,yes,no,yes,yes,11.0,31.0,3.634074,2.72,33.0,24.0,27.0,27.0,1
no,White,no,no,no,yes,yes,66.0,59.0,4.8006043,3.8685002,26.0,23.0,29.0,26.0,1
yes,White,yes,no,no,no,no,11.0,24.0,6.671875,3.1849999,,,,,0
yes,White,yes,no,no,no,yes,71.0,53.0,2.0979826,4.0,34.0,31.0,33.0,33.0,1
yes,Hispanic,yes,no,no,yes,no,21.0,47.0,6.2200284,2.382,20.0,16.0,14.0,16.0,1
no,African-American,no,no,no,no,no,,,12.336484,2.5707998,16.0,16.0,15.0,16.0,1
yes,White,no,no,no,no,no,,,38.342857,1.0714,11.0,13.0,15.0,13.0,0
yes,White,no,yes,no,yes,no,39.0,28.0,5.757062,2.1956668,10.0,15.0,15.0,15.0,1
no,White,yes,no,no,no,no,7.0,37.0,0.0,3.0029502,19.0,20.0,22.0,20.0,1
yes,White,yes,yes,no,no,no,0.0,,3.1367781,2.2590001,,,,,0
no,White,yes,no,no,yes,no,,32.0,4.8074398,2.053,,,,,0
no,African-American,yes,no,no,no,no,13.0,53.0,28.512661,1.6445999,15.0,17.0,16.0,17.0,1
yes,White,no,no,no,no,no,43.0,35.0,19.325144,1.18182,,,,,0
yes,African-American,yes,no,no,no,no,58.0,45.0,12.883357,1.0668499,,,,,0
yes,White,no,no,no,yes,no,,,4.6812749,2.1525002,23.0,17.0,25.0,21.0,1
no,White,no,no,no,no,yes,55.0,68.0,2.8222849,3.7449999,30.0,29.0,29.0,30.0,1
yes,White,no,no,no,no,no,,,12.808989,3.2551498,24.0,18.0,21.0,19.0,1
yes,White,no,no,no,no,no,,,3.3700001,1.739,30.0,30.0,28.0,29.0,1
yes,White,yes,no,no,yes,no,44.0,45.0,9.1334333,3.1400001,15.0,14.0,17.0,15.0,1
no,White,yes,no,no,no,no,44.0,45.0,22.020834,0.9271,,,,,0
yes,White,yes,no,no,no,yes,70.0,56.0,5.7743411,2.1199999,21.0,23.0,23.0,23.0,1
no,White,no,no,no,no,yes,44.0,66.0,5.6104817,2.8274999,22.0,22.0,23.0,22.0,1
yes,White,yes,no,no,no,yes,55.0,47.0,6.21418,3.0675001,17.0,22.0,17.0,19.0,1
no,White,yes,no,no,no,no,80.0,78.0,13.330894,3.5969701,26.0,29.0,23.0,24.0,1
yes,White,yes,no,no,no,no,12.0,47.0,9.707715,3.3399999,15.0,15.0,15.0,13.0,1
no,White,yes,no,no,no,no,37.0,30.0,4.4872298,3.1770749,15.0,16.0,17.0,16.0,1
no,White,no,no,no,no,no,46.0,48.0,9.5260115,3.2485001,24.0,20.0,24.0,24.0,1
yes,White,yes,no,no,no,no,,14.0,3.0526314,3.7006667,,,,,0
yes,White,no,no,no,no,no,52.0,43.0,0.75901878,2.3140898,21.0,18.0,16.0,19.0,1
no,White,no,no,no,no,no,47.0,80.0,3.8614285,3.6697998,30.0,25.0,28.0,27.0,1
no,White,no,no,no,yes,no,5.0,66.0,0.0,1.756,18.0,16.0,22.0,19.0,1
yes,White,no,no,no,no,no,41.0,39.0,2.6034484,2.39115,15.0,16.0,15.0,16.0,1
yes,White,no,no,no,no,no,54.0,51.0,8.1868935,2.9365001,21.0,23.0,19.0,21.0,1
no,White,no,no,no,no,yes,61.0,55.0,5.7354198,3.2750001,24.0,24.0,27.0,26.0,1
yes,African-American,no,no,no,no,no,45.0,41.0,12.070126,2.06125,11.0,16.0,12.0,14.0,1
yes,White,yes,no,no,no,yes,59.0,38.0,2.0659971,3.4965,20.0,23.0,27.0,23.0,1
no,White,no,no,no,no,yes,45.0,58.0,4.1300001,3.3004999,22.0,17.0,18.0,18.0,1
no,White,yes,no,no,yes,no,,22.0,33.918034,1.719,12.0,15.0,16.0,13.0,1
yes,White,yes,yes,no,no,no,48.0,43.0,3.3251445,3.273,,,,,1
yes,African-American,yes,yes,no,no,yes,9.0,33.0,3.5227606,3.8181,24.0,21.0,23.0,22.0,1
no,White,yes,no,no,no,no,23.0,27.0,9.986517,3.1842151,18.0,15.0,22.0,18.0,1
no,Hispanic,yes,no,no,yes,no,35.0,44.0,17.40625,3.0,16.0,19.0,21.0,19.0,1
no,White,yes,no,no,no,no,61.0,55.0,3.3453238,3.4735,19.0,19.0,23.0,21.0,1
no,White,yes,no,no,no,yes,31.0,42.0,5.9708881,2.8464999,18.0,19.0,20.0,18.0,1
no,White,no,no,no,no,yes,69.0,56.0,0.0,3.796,34.0,27.0,26.0,29.0,1
yes,White,yes,yes,no,no,no,32.0,19.0,5.9558406,2.665,11.0,15.0,15.0,14.0,1
no,African-American,yes,no,no,no,no,,,9.3997135,2.2,22.0,15.0,27.0,20.0,1
yes,White,yes,yes,no,no,no,0.0,,12.118645,0.54818666,,,,,0
yes,White,no,no,no,no,no,53.0,53.0,6.2330933,3.2460001,24.0,25.0,19.0,23.0,1
no,White,yes,no,no,yes,no,34.0,60.0,18.797163,1.5857,,,,,0
yes,White,yes,no,no,no,no,39.0,43.0,12.458515,3.0132499,16.0,19.0,19.0,19.0,1
yes,White,no,no,no,yes,no,46.0,68.0,4.3689461,3.51,25.0,25.0,24.0,25.0,1
yes,White,yes,no,no,yes,no,,,27.199999,3.1819999,,,,,0
yes,White,no,no,no,yes,yes,55.0,66.0,15.683834,3.4619999,24.0,25.0,27.0,24.0,0
no,White,yes,no,no,no,yes,34.0,51.0,8.8035021,3.6820002,30.0,26.0,23.0,23.0,1
yes,White,yes,no,no,no,no,80.0,70.0,13.027417,2.9449999,27.0,27.0,26.0,26.0,1
yes,White,yes,yes,no,no,no,57.0,33.0,1.3635057,3.0799999,17.0,14.0,20.0,15.0,1
no,White,yes,no,no,no,no,18.0,41.0,12.164868,0.96700001,,,,,0
yes,White,yes,no,no,no,no,21.0,44.0,12.700583,1.414,17.0,14.0,19.0,17.0,1
no,White,yes,yes,no,no,no,6.0,32.0,2.2446659,2.1689999,9.0,15.0,17.0,15.0,1
yes,White,yes,no,no,yes,no,28.0,42.0,3.405926,2.2119999,13.0,15.0,12.0,15.0,1
no,Multiple/Native American,yes,no,no,yes,no,25.0,48.0,13.482014,2.4409552,,,,,0
yes,White,no,yes,no,no,no,26.0,35.0,9.1063824,1.685385,8.0,13.0,12.0,12.0,1
yes,African-American,yes,no,no,no,no,16.0,23.0,19.606838,3.2918501,10.0,14.0,15.0,13.0,1
yes,White,no,yes,no,no,no,29.0,39.0,3.3931623,2.2527099,8.0,13.0,14.0,13.0,1
no,White,no,no,no,no,yes,35.0,47.0,24.822063,2.471,19.0,16.0,18.0,18.0,1
no,White,yes,no,no,no,no,80.0,80.0,3.2457142,3.9562998,36.0,27.0,26.0,27.0,1
yes,White,yes,no,no,no,no,39.0,55.0,16.59804,1.8333333,16.0,15.0,14.0,15.0,1
yes,African-American,no,no,no,no,no,,,9.9206553,1.9879,21.0,22.0,19.0,22.0,1
no,White,yes,no,no,no,no,0.0,,4.7910447,3.1185999,11.0,15.0,14.0,13.0,1
yes,White,yes,no,no,no,yes,74.0,62.0,1.4812139,4.0,35.0,31.0,33.0,31.0,1
no,White,no,no,no,no,no,19.0,30.0,3.7477167,3.4637001,12.0,16.0,15.0,14.0,1
yes,White,yes,no,no,no,no,18.0,36.0,7.3391056,1.1409401,,,,,0
no,White,yes,no,no,no,no,,,11.337778,1.8,,,,,0
no,White,yes,no,no,no,no,,,0.0,2.457,23.0,17.0,15.0,19.0,1
no,White,no,no,no,no,yes,,,1.155587,3.9835,30.0,27.0,30.0,29.0,1
no,White,yes,no,no,no,no,43.0,52.0,0.91432792,2.0799999,18.0,19.0,16.0,19.0,1
no,White,yes,no,no,no,no,35.0,26.0,20.629986,2.4369998,9.0,12.0,18.0,14.0,1
yes,White,no,no,no,no,no,,,2.7704446,3.850915,34.0,23.0,22.0,24.0,1
yes,White,yes,no,no,no,no,,,1.7087518,3.4980001,21.0,20.0,18.0,20.0,1
no,White,no,no,no,no,yes,47.0,45.0,3.388418,2.8399999,20.0,18.0,17.0,19.0,1
yes,African-American,yes,no,no,no,no,21.0,41.0,13.254286,2.0218501,16.0,16.0,17.0,17.0,1
yes,African-American,no,no,no,no,no,59.0,80.0,0.22142856,3.3464499,14.0,17.0,15.0,15.0,1
yes,White,yes,no,no,yes,no,,,5.4418602,2.0020001,,,,,1
yes,White,yes,no,no,no,no,37.0,46.0,10.285714,2.6595998,18.0,18.0,16.0,19.0,1
yes,White,no,no,no,no,yes,41.0,37.0,1.3573487,3.47,24.0,22.0,30.0,25.0,1
no,White,yes,no,no,yes,no,37.0,57.0,12.724432,2.6069999,15.0,15.0,16.0,17.0,1
no,White,no,no,no,no,yes,55.0,52.0,1.8181819,3.0480001,22.0,22.0,20.0,23.0,1
no,White,no,no,no,no,yes,59.0,42.0,6.4825072,2.8150001,21.0,17.0,27.0,22.0,1
no,White,yes,no,no,no,yes,55.0,56.0,27.794678,2.6022501,27.0,25.0,28.0,28.0,1
yes,African-American,yes,no,no,no,no,44.0,56.0,9.8601999,0.75,,,,,0
no,White,no,no,no,no,yes,80.0,61.0,0.23988439,4.0,21.0,27.0,24.0,26.0,1
no,African-American,yes,no,no,yes,yes,69.0,78.0,3.6209335,3.4191,27.0,26.0,32.0,27.0,1
yes,White,yes,no,no,yes,no,21.0,46.0,4.2276592,2.4514999,14.0,14.0,15.0,14.0,1
yes,White,yes,yes,no,no,no,16.0,31.0,6.258348,1.7825,,,,,0
no,White,yes,no,no,yes,no,47.0,50.0,9.551136,2.7309999,18.0,16.0,14.0,17.0,1
no,White,no,no,no,no,yes,56.0,62.0,2.0772533,3.5834999,29.0,27.0,29.0,27.0,1
yes,White,yes,no,no,no,no,12.0,28.0,8.3440237,2.8843334,15.0,16.0,15.0,17.0,1
no,White,yes,no,no,yes,no,,,8.6333904,1.222,12.0,15.0,13.0,14.0,1
yes,White,no,yes,no,no,no,75.0,77.0,2.5193686,3.6406999,14.0,26.0,23.0,20.0,1
yes,White,yes,no,no,no,yes,55.0,53.0,3.8207171,3.2535,26.0,23.0,30.0,25.0,1
no,White,yes,no,no,no,no,21.0,58.0,3.8653197,3.06231,21.0,16.0,17.0,19.0,1
yes,White,no,yes,no,no,no,30.0,38.0,2.5361271,2.2795,15.0,17.0,22.0,18.0,1
yes,White,yes,no,no,no,no,46.0,47.0,1.7838984,2.2835,20.0,23.0,21.0,20.0,1
yes,Hispanic,yes,no,no,no,no,22.0,41.0,5.2258062,0.85290003,,,,,0
yes,White,yes,yes,no,no,no,43.0,29.0,1.4609375,1.8794999,13.0,15.0,15.0,13.0,1
yes,White,yes,yes,no,yes,no,43.0,58.0,11.680575,2.4690001,,,,,1
yes,White,no,yes,no,no,no,40.0,51.0,1.9141194,3.0485001,15.0,16.0,15.0,17.0,1
yes,White,no,no,no,no,yes,57.0,47.0,2.9089618,3.1901002,25.0,27.0,24.0,25.0,1
yes,White,yes,no,no,no,no,80.0,61.0,4.9786024,3.8794498,23.0,26.0,32.0,25.0,1
yes,African-American,yes,no,no,no,no,18.0,39.0,13.938865,1.068,11.0,16.0,15.0,14.0,1
no,White,no,no,no,no,yes,56.0,80.0,1.8118517,3.694,30.0,22.0,24.0,23.0,1
yes,African-American,no,no,no,no,no,39.0,37.0,4.1422353,2.4306002,14.0,18.0,13.0,17.0,1
yes,White,no,no,no,yes,no,31.0,39.0,2.4172769,2.3110001,11.0,17.0,15.0,14.0,1
yes,White,yes,no,no,no,yes,44.0,53.0,3.6472261,3.9404998,22.0,18.0,27.0,21.0,1
no,African-American,yes,no,no,no,no,,,8.4864092,0.2,,,,,0
yes,White,no,no,no,yes,no,65.0,51.0,0.52510756,2.4749999,23.0,24.0,20.0,21.0,1
no,,yes,no,no,yes,no,29.0,68.0,10.378572,2.1595001,20.0,16.0,23.0,19.0,1
